ID	target	implied_statement
680526238146887682	Minorities	Minorities are at war with whites
757512237439389696	Immigrants	Immigrants are dangerous
757512237439389696	immigrants	immigrants invaded Germany
931590051674411008	Blacks	Blacks are dangerous
931590051674411008	black people	Black people kill each other.
828774290363412480	Whites	Whites promote racism
704213355012050944	Anti whites	Anti-whites hate other groups.
704213355012050944	Jews	Jews exaggerate their oppression
702491867204616192	Jews	Jews think they are doing good.
702491867204616192	Jews	Jews are incompetent.
927274576282902529	Black people	Black people are violent
927274576282902529	African migrants	African migrants are violent.
467365398468239361	Muslims	Muslims are terrorists.
467365398468239361	Muslims	Muslims are terrorists
888956505525035009	black people	Black people shouldn't date white people.
888956505525035009	Interracials	Interracials are substandard.
285549616198451201	blacks	Blacks aren't as smart as whites or Asians.
285549616198451201	Blacks	Blacks are stupid
912522231082864640	Illegal immigrants	Illegal immigrants should be deported.
912522231082864640	Illegals	Illegals steal jobs
933635816487665664	whites	whites are racists
933635816487665664	Minorities	Minorities can't think for themselves.
717508653364830208	Jewish people	Jewish people are bad for everyone else
717508653364830208	Jews	Jews hate everyone.
931444259521253376	white people	White people are thieves.
931444259521253376	non-white people	non-white people are complainers
483852414156406784	Blacks	Blacks target whites for crimes.
483852414156406784	black people	Black people hurt white people.
811644830744875009	Mexicans	Mexicans are only in America because Mexico doesn't take care of them
811644830744875009	Mexicans	Mexicans are irresponsible.
776870885332508679	Hispanics	Hispanics are substandard people
938053395906224128	gay	gay discrimination
938053395906224128	Gays	Gays are second class citizens.
808351992393400320	non-white people	non-white people dilute the gene pool
808351992393400320	Mixed racials	Mixed racials want to destroy white culture.
892943704020746240	White people	White people never get justice
892943704020746240	non-white people	non-white people are oppressive
287194813948907521	Muslims	Muslims are hateful
287194813948907521	Muslims	Muslims want to destroy America.
797835824091910145	non-white people	non-white people are oppressors
636698659602722817	white lives matter protesters	White Lives Matter protesters are racists.
847184083692212226	whites	whites are forced to feel guilty
847184083692212226	Minorities	Minorities push white guilt.
296842831736233984	White people	White people are smarter than black people.
296842831736233984	Black people	Black people are not smart
757807979408138241	Jews	Jews are substandard
896874004258181120	Minorities	Minorities taunt and manipulate whites
896874004258181120	white people	White people should die.
622443951522353152	Minorities	Minorities want to destroy white culture.
622443951522353152	Aryans	Aryans should stick together.
872170791466565632	Jews	Jews are liars
904148328757190656	white people	White people are bad.
904148328757190656	Minorities	Minorities exclude whites
852479278587432960	Muslims	Muslims are hateful
852479278587432960	Muslims	Muslims hate Jews.
608445168241537025	Minorities	Minorities are second class citizens
770298882697887744	Progressives	Progressives are dishonest.
770298882697887744	people for diversity	People for diversity hate white people.
664519078359515137	Muslims	Muslims are criminals.
664519078359515137	Muslims	Muslims commit violence against whites
297027259968147456	Blacks	Blacks can't self govern themselves
297027259968147456	white farmers	White farmers help countries.
217712255779880960	Minorities	Minorities are deficient and substandard.
217712255779880960	white people	White people are more creative than other people.
256490032091774976	French people	French people are not white
722189548235595776	White people	White people are racists and violent
722189548235595776	white people	White people are racist.
861743986112901120	conservative men	conservative men are not masculine
861743986112901120	antifa	Antifa are terrorists.
626147988101046272	moderate conservatives	moderate conservatives are snowflakes.
626147988101046272	Conservatives	Conservatives are cucks
893044557625135104	Immigrants	Immigrants are taking over
893044557625135104	Africans and Muslims	Africans and Muslims don't belong in Europe.
884136321152819200	Muslims	Muslims are violent
884136321152819200	Muslims	Muslims are killers
804442598173642752	Jews and blacks	Jews and blacks don't like white people.
804442598173642752	White people	White people are hated by Jews and Black people
755504970435297282	White people and Black people	White people love America while Black people don't.
327182264985329665	Muslims	Muslims don't belong in the White House.
327182264985329665	Muslims	Muslims want to take power
908126663170342912	White people	White people are being labeled as white supremacists in rural areas of the country
725567014341746688	Jews	Jews are enemies of white people
725567014341746688	Jews	Jews are subpar people
892844483934650369	white people	White people made America.
892844483934650369	Indians	Indians are inferior to whites.
919137126561800192	Minorities	Minorities freeload off of whites.
919137126561800192	non-white people	non-white people are lazy
747120628243664896	Jews	Jews don't like white people.
747120628243664896	Jews	Jews are against whites
637171102981206016	White people	White people don't like immigrants.
637171102981206016	Immigrants	Immigrants are substandard.
915221170429005824	Antifa	Antifa are disgusting.
915221170429005824	Progressives	Progressives are intolerant of others.
912423506318581760	Illegals	Illegals are dangerous criminals
426245540431405057	Islamic people	Islamic people are killers.
426245540431405057	Muslims	Muslims are murderers
756184507602964482	Minorities	Minorities are inferior to the white race
537435583506046976	Jews	Jewish people have hate toward other groups
537435583506046976	Jews	Jews are full of hate.
921465061465579520	white people	White people aren't violent.
921465061465579520	non-white people	non-white people are violent
615761365270052864	Minorities	Minorities are second class citizens
842948856245444608	Immigrants	Immigrants leech off others
938118552149807109	White people	White people are declining
938118552149807109	white people	White people are a minority.
898948659047313408	Liberals	Liberals are dishonest.
664992476080545794	Jews	Jews are racist.
664992476080545794	Jews	Jews are worse than Islamic people.
430493895672086528	Arabians	Arabians are racist.
430493895672086528	Arabs	Arabs victimize whites
282834793413087232	Minorities	Minorities are against whites
693878466458968064	Arabs	Arabs are ready to invade Europe
693878466458968064	Arabians	Arabians are invaders.
395804475098533888	Illegals	Illegals are violent criminals
395804475098533888	non-whites immigrants	Non-white immigrants are rapists.
925759501273370624	white people	White people are always complaining about Jews.
925759501273370624	Jews	Jews are inferior to whites
804079218472734729	Progressives	Progressives are manipulative and sneaky.
804079218472734729	non-whites	Non-whites blame white people for everything.
317027698046291968	black people	Black people are violent and racist.
317027698046291968	Black folks	Black folks are racist and violent
700159179705622528	white people	White people are bad.
700159179705622528	white folks	whites are discriminated against
915333905145774080	Minorities	Minorities are violent and brutish.
845415829680394240	non-white people	non-white people are threatening
845415829680394240	Minorities	Minorities are manipulative and cunning.
517674956382277632	Liberals	Liberals don't like communists.
517674956382277632	Liberals	Liberals are anti-white
923622029776920576	Minorities	Minorities are less than whites
243433878612750338	Minorities	Minorities want to wipe out the white race.
243433878612750338	white people	White people are dying.
855017743309058048	non-white people	non-white people are rapists
855017743309058048	non-whites	Non-whites are rapists.
4062805729	Immigrants	Immigrants are lawbreakers
4062805729	immigrants	Immigrants are involved in illegal activity.
697255234419232768	Immigrants	Immigrants want to displace natives
697255234419232768	white people	White people are being outnumbered by minorities in Britain.
865537712035577856	Trump supporters	Trump supporters are stupid.
865537712035577856	Trump supporters	Trump supporters have low intelligence
725332263089655808	non-whites	Non-whites hate white people.
725332263089655808	Immigrants	Immigrants are destructive
947477555266830337	Democrats	Democrats can't think for themselves
947477555266830337	Democrats	Democrats enslave other people.
683407691398660098	Muslims	Muslims are rapists.
683407691398660098	Muslims	Muslims rape and kill.
451490263731421184	Minorities	Minorities are subpar human beings
829543553625968640	Jews	Jews are not white.
829543553625968640	Jews	Jews are inferior to whites
897682670305636352	non-white people	non-white people want to replace white people
897682670305636352	white people	White people are better than other races.
845587073104994304	Muslims	Muslims are racist
845587073104994304	Muslims	Muslims are racists
898393586017894400	non-white people	non-white people cannot be European
613132343201660929	Blacks	Blacks are violent criminals
613132343201660929	black people	Black people are violent.
138383641465192448	Minorities	Minorities are inferior.
704429816347500546	black people	black people are racist.
704429816347500546	Blacks	Blacks are racist
898439575508353024	Black people	Black people are violent
911327857674088448	black people	Black people don't stay in trailer parks.
911327857674088448	Blacks	Blacks are poor
568972917196791809	Muslims	Muslims are terrorists
568972917196791809	Islamic people	Islamic people are bad.
931930702844751872	LGBTQ	violence against homosexuals
931930702844751872	Gays	Gays are violent sexual predators.
896321012492627968	Minorities	Minorities are less than human.
896321012492627968	white people	White people are good for America.
404349321812140032	Blacks	Blacks are violent criminals.
404349321812140032	black people	Black people are violent.
918977405439447041	white people	White people founded the country.
918977405439447041	Minorities	Minorities are stupid
860338188329508864	Jewish people	Jewish people control the money.
860338188329508864	Jews	Jews are rich
749830058617876480	white people	white people are violent
749830058617876480	white people	White people are killers.
923916311511658496	Non-christian whites	Non-christian whites are untrustworthy.
557185332794236928	Arabians	Arabians don't like Jews.
557185332794236928	Jews and Arabs	Jews and Arabs are violent
923009794088341504	white people	White people are in danger.
944661313241960448	Muslims	Muslims want to see the end of the white race.
944661313241960448	white people	White people are in danger.
898200739335610370	Antifas	Antifas are communists
854801798611087360	Illegals	Illegals are con artists
854801798611087360	immigrants	Immigrants pay taxes.
934448757550211073	whites	whites kill whites
909159642198102017	Immigrants	Immigrants foster hatred of whites
909159642198102017	non-white people	non-white people are invaders
887049124989874178	Muslims	Muslims are dangerous.
887049124989874178	Muslims	Muslims are evil
349192530262372353	Minorities	Minorities are inferior races
349192530262372353	non-white people	non-white people are inferior
884495462425739264	Liberals	Liberals don't like white people.
884495462425739264	Liberals	Liberals are bigots.
900192180794527744	white people	White people need to stick together.
900192180794527744	Minorities	Minorities don't help the white race.
842267715658162176	Conservatives	Conservatives are dishonest.
842267715658162176	conservatives	Conservatives are liars.
628401187608489984	Liberals	Liberals are sanctimonious and hypocritical.
828418279345704960	People of color	"People of color are taking things that ""belong"" to whites"
828418279345704960	white people	White people like to use selfie sticks.
938456154686083072	women	women are irresponsible
919046573409136641	white people	White people should be able to segregate.
919046573409136641	Minorities	Minorities should be segregated
929503145721516032	Progressives	Progressives are sick and twisted.
929503145721516032	white nationalists	White nationalists are trash.
775757942998069248	white people	White people are reliable.
775757942998069248	Minorities	Minorities are incapable of governance
820668987021361152	Blacks	Blacks destroy their communities
837320110952038400	white people	White people are in danger.
837320110952038400	non-white people	non-white people are a threat
922682851430227968	Jews	Jews control the media
924406946786172929	Minorities	Minorities are dishonest and manipulative
551234212984934400	Blacks	Blacks are dishonest
551234212984934400	white cops	White cops are killers.
940319336732024832	whites	whites have privelege
940319336732024832	Minorities	Minorities want special treatment.
424709882517135361	Jews	Jews don't follow the ten commandments.
424709882517135361	Jews	Jews are ignorant.
942896526522757120	White people	Twitter is cracking down White supremacists
904014132285931521	People of color	People of color want to get rid of white people
904014132285931521	non-white people	non-white people are scheming against whites
903777429315047425	non-white people	non-white people are inferior
903777429315047425	Whites	Whites oppose white culture
315553393169035265	Minorities	Minorities are subhuman
436868572090884096	Minorities	Minorities wipe out whites
631266534342590464	Jews	Jews are stingy
627132772138618880	Jews	Jews are looking to wipe out the white race
627132772138618880	Jews	Jews hate white people.
585494133734801408	Multiracials	Multiracials are inferior to whites
893581055445401600	People of color	People of color are inferior to white people and need to be dominated and/or subjugated
677869699586064384	white people	White people don't know how to spend their money.
677869699586064384	white people	white people are whiners
802704492907020288	illegal aliens	Illegal aliens are hurting the country.
802704492907020288	Illegal immigrants	Illegal immigrants are invaders.
906389189595299840	Minorities	Minorities despise whites
906389189595299840	white people	White people are hated.
901320970669096960	Jews	Jews are an inferior race.
901320970669096960	Jews	Jews don't like white people.
865424542440636416	Jews	Jews are devious
865424542440636416	Jews	Jews working against the poor
325219612813824002	Muslims	Muslims preach violence
325219612813824002	Islamic people	Islamic people are racist.
847939981998006273	Minorities	Minorities disparage whites
847939981998006273	white people	White people want to have lots of babies.
106455742806114305	Whites	Whites hate immigrants
106455742806114305	white people	White people are violent.
319335396599271424	People of color	People of color can't thing for themselves and always think the worst of white people
319335396599271424	non-white people	non-white people are inferior
898633337694068736	Republicans	Republicans are drug abusers
897254823472504833	non-white people	Non-whites hate whites.
897254823472504833	White people	White people are hated by non-white people
816882646529835008	non-whites	Non-whites hate white people.
90219498363305984	Minorities	Minorities are second class
90219498363305984	white people	White people need to stick together.
873571611437301760	islamic cultures	they want to kill jews.
873571611437301760	Islamic people	Islamic people are killers.
643500269851017216	Minorities	Minorities are prejudiced towards whites.
643500269851017216	white people	White people are worthless.
672624457391837184	Minorities	Minorities are inferior to whites.
672624457391837184	realists	Realists are pro-white.
887426017677250562	Progressives	Progressives despise whites
887426017677250562	whites	hatred toward whites
901558794374701056	Progressives	Progressives are prejudiced against whites.
901558794374701056	minorities	minorities are persecuting white people
287050102823084032	Black people	Black people were slave traders too and profited from it the most
287050102823084032	Black people	Black people benefited from slavery
553682171869687808	Conservative whites	Conservative whites promote separatism
553682171869687808	white people	White people hate non-whites.
900847268978470913	Illegals	Illegals sponge off the system.
900847268978470913	Democrats	Democrats are crazy.
734582773206355970	white males	White males are entitled.
734582773206355970	Progressive males	Progressive males get special privileges.
863778124835586048	Muslims	Muslims are killers
863778124835586048	Muslims	Muslims worship killing.
767618811000266752	Jews	Jews think they're superior
767618811000266752	Jews	Jews think they are superior
922761972436922368	Jews	Jews don't like white people.
922761972436922368	Jews	Jews advocate for white destruction
345190784326324225	Jews	Jews are devious
345190784326324225	Jews	Jews are corrupt.
856622603045392384	Minorities	Minorities are hypocrites
856622603045392384	non-white people	non-white people are coddled
519911570978394113	Jews	Jews hate white people.
519911570978394113	Jews	Jews hate whites.
643509332034908161	non-whites	Non-whites don't like white people.
643509332034908161	Minorities	Minorities blame whites unfairly
786218699300737024	immigrants	Immigrants let human trafficking happen.
698957797614981120	Non-white people	Non-white people kill white women.
698957797614981120	white women	white women are victims of racists violence
353245917131972609	white people	White people are sacrificed to make blacks happy.
353245917131972609	Blacks	Blacks hold too much sway in public opinion.
895235823876132864	Feminism	Feminism degrades society
900481081375420416	Minorities	Minorities accuse whites of special privilege
900481081375420416	white people	white people are racist.
753639616490696704	Iranians	Iranians are a substandard peoples.
497134797475840000	Whites	Whites are stupid and backwards
497134797475840000	tea party supporters	Tea party supporters are white.
885507060472967170	Minorities	Minorities are subpar human beings
924044847446507521	Minorities	Minorities are subpar people
924044847446507521	whites	whites are conservatives
922575120639709185	Jews	Jews are substandard
922575120639709185	Jews	Jews aren't white.
813909633945333760	Gay people, Jews	Jews in the media are repressing my pro-Hitler free speech and anti-semitism.
835594050484994049	liberals	liberals are against white people.
835594050484994049	non-white people	non-white people are inferior
750552425388441601	kkk	The KKK is helpful.
750552425388441601	non-white people	non-white people are inferior
805125775867387904	white people	White people are all alike.
805125775867387904	white people	white people are all the same
828428148756926464	whites	whites are discriminated against in the workplace
828428148756926464	Liberals	Liberals hold double standards
356115523089600512	non-white people	non-white people are enemies
356115523089600512	Minorities	Minorities are subpar human beings.
451448720194678785	Jews	Jews are criminals
542041116028043264	Minorities	Minorities take money out of the hands of whites.
542041116028043264	Black people	Black people should know their place
657038133465366528	Black people	Black people hold America back
657038133465366528	Blacks	Blacks fight against whites
902532542078652417	White people	White people support only white people
902532542078652417	Black people	Black people hate white people
474124544295583744	black people	Black people are more violent and racist than white people
474124544295583744	blacks	Blacks hurt whites more than whites hurt blacks.
877276508364181505	non-white people	non-white people are inferior
877276508364181505	non-whites	Non-whites aren't as deserving as whites.
520419534315212800	Blacks	Blacks are opposed to white culture
520419534315212800	black people	Black people shouldn't act white.
887884693562998784	Democrats	Democrats control Minorities
887884693562998784	white people	White people are in control of the Democratic party.
919051989207707648	Minorities	Minorities are subpar human beings
864429514201235456	Minorities	Minorities are subpar races
864429514201235456	white people	White people don't want to have kids with other races.
863848877119504386	Minorities	Minorities are lower as a race than whites.
734360673765974016	white men	White men think they are more important than others.
734360673765974016	Whites	Whites are arrogant
644213342916079616	white people	White people are oppressed.
644213342916079616	Progressives	Progressives get special treatment
203164994026749953	Jews	Jews manipulate money.
203164994026749953	Jews	Jews are thieves.
706309825249026048	Gays	Gays are inferior.
826453540797190145	white people	White people are superior.
826453540797190145	Whites	Whites believe in their own superiority.
552169177428262913	Blacks	Blacks promote white shame
552169177428262913	whites	whites feel race guilt
855244156037410816	Minorities	Minorities are weak and unskilled
855244156037410816	white Christians	White Christians founded America.
853506341318647808	Minorities	Minorities are inferior
385468764940034048	Immigrants	Immigrants are taking over
897853527984394241	whites	white supremacists are growing because of violence against whites
897853527984394241	Black folks	Black people cause radicalism
897853527984394241	People of color	People of color are at war with white people
455333965918781440	Minorities	Minorities are subhuman
684535610783195137	white people	Violence against white people is okay.
684535610783195137	Blacks	Blacks are anti-white
885870051869458436	Whites	Whites believe in their own supremacy.
210315033488531456	Minorities	Minorities are destroying the white race
210315033488531456	white people	White people are dying in South Africa.
912112223975329792	black people	Black people are never charged for crimes.
912112223975329792	Black people	Black people are favored
937123480016842752	Immigrants	Immigrants are uncivilized
937123480016842752	white people	White people are clean.
811895857624870912	Jews	Jews are hypocrites
811895857624870912	white people	White people are bad.
896399329317007365	non-white people	non-white people are dangerous
896399329317007365	white people	White people are hateful.
520015219834503168	Minorities	Minorities want to obliterate the white race.
935922678883672064	Islamic people	Islamic people are killers.
935922678883672064	Muslims	Muslims preaches for murder.
939612333239930881	Whites	Whites promote racial division.
939612333239930881	black people	Black people think the president is racist.
333707630247817218	Minorities	Minorities are inferior
333707630247817218	Aryan mothers	Aryan mothers are the best.
303702402903711744	white people	White people like other white people.
917773095007588352	Minorities	Minorities are the inferior races.
571069117509160960	Muslims	Muslims teach murder
571069117509160960	Muslims	Muslims are killers.
908032450793684992	white people	White people want to start a revolution.
908032450793684992	Minorities	Minorities instigate against whites.
867188498385838081	Germans	Germans hate white people.
867188498385838081	Germans	Germans like minorities more than whites.
933443516985835521	Muslims	Muslims are sexual deviants
933443516985835521	Muslims	Muslims are deviant.
415927211237969921	black people	Black people want to kill white people.
415927211237969921	Blacks	Blacks are looking to end the white race.
725380978437292032	Immigrants	Immigrants are invading America
730771304475922432	Jews	Jews are controlling
730771304475922432	jews	jews are feminine
826841150841614337	Immigrants	Immigrants are guilty
826841150841614337	refugees	Refugees don't deserve sympathy.
898195829965586433	fascists	Fascists want to hurt America.
589587984061702145	Jews	Jews hate white people.
589587984061702145	Jews	Jews are subversive
937779979068338176	white people	unspecified
937779979068338176	white people	White people are just average.
928667128823271425	Minorities	Minorities are out to destroy the white race.
928667128823271425	Non-white	Non-whites hate whites
898977876740980736	Muslims	Muslims promote the murder of whites.
898977876740980736	Muslims	Muslims want to kill Christians.
924408486179495936	Non-whites	Non-whites hate white people.
916657517379440640	media	Media hates white people.
916657517379440640	Progressives	Progressives are against the white race.
672862921764941824	Immigrants	Immigrants are leeches
672862921764941824	Minorities	Minorities bring down white culture
926157147238469633	whites	whites are superior
926157147238469633	Progressives	Progressives are anti-white.
902241574733586432	Minorities	Minorities blame whites for all the problems.
902241574733586432	white people	White people are racist.
502513284818284545	Blacks	Blacks victimize whites
857371869724409856	Immigrants	Immigrants are given special considerations
276765128362455040	Blacks	Blacks are violent criminals
276765128362455040	black people	Black people are violent.
884792207395434497	Progressives	Progressives despise Southerners.
836120308293775364	Liberals	Liberals are stupid
836120308293775364	white people	White people are brainwashed.
848153626841407489	Spanish people	Spanish people are white.
848153626841407489	Minorities	Minorities are lower races of humanity.
483307080091054080	Muslim immigrants	Muslim immigrants are violent and prejudiced.
483307080091054080	Muslim immigrants	Muslim immigrants are violent
936104715531751424	Muslims	Muslims deny the rights of their own people.
936104715531751424	Muslims	Muslims are outsiders
928433297033777152	Minorities	Minorities are out to destroy whites
928433297033777152	white people	White people need to fight for their rights.
669923902139801600	Muslims	Muslims want to take over the world
669923902139801600	muslims	muslims want a jihad
833094382924369920	Immigrants	Immigrants are second class citizens.
833094382924369920	facsists	Fascists are hypocrits.
933546582460465154	white people	White people are racist.
933546582460465154	black people	black people are racist
794307171122966528	Progressives	Progressives incite violence.
794307171122966528	women	women shouldn't be promiscuous
946218363293806593	Minorities	Minorities are substandard.
946218363293806593	white people	White people are right.
712964060426465281	white people	White people hate everyone.
712964060426465281	Republicans	Republicans are prejudiced
625271932523520000	non-white people	non-white people deserve oppression
625271932523520000	white people	White people are good at ruling nations.
907810801565794304	white people	White people are dying out.
907810801565794304	Liberals	Liberals want to wipe out white culture
873874390487846912	immigrants	Immigrants should be shot.
873874390487846912	illegal immigrants	illegal immigrants are a threat to national security.
913443705595539456	european	the creators
913443705595539456	racial minorities	turning America back to white european America.
873199216167854081	Blacks	Blacks are power hungry and aggressive.
873199216167854081	Black people	Black people are inferior
849046365883772928	white people	white people are undesirable
849046365883772928	White people	White people are undesirable.
721197230674337792	Progressives	Progressives force their values on others.
721197230674337792	Leftists	Leftists like Islamic people.
864507131646455809	Minorities	Minorities are lower than whites
934761695620280321	Immigrants	Immigrants are inferior
934761695620280321	Immigrants	Immigrants are vicious murderers
764827990924681216	Minorities	Minorities go after white people
764827990924681216	whites	whites are a targeted group
792802098299547648	Muslims	Muslims are killers.
792802098299547648	Muslims	Muslims teach murder
288007082148503554	white people	White people benefit society.
288007082148503554	non-white people	non-white people are stupid
858385996274159616	non-white people	non-white people are threatening
834358593164046336	Minorities	Minorities are substandard people
481445697925824512	Muslims	Muslims are threatening.
481445697925824512	Muslims	Muslims are at war with whites
879549890803761154	Jews	Jews aren't white.
879549890803761154	Jews	Jews hate white people.
287050696812011520	Whites	Whites believe in their own racial primacy.
287050696812011520	white people	White people like slavery.
875069131229454337	SPLC	SPLC hates conservatives and whites.
875069131229454337	Progressives	Progressives abhor whites.
13103371808	Whites	Whites are cowards
905173167429308416	White people	White people are being destroyed by People of color
905173167429308416	non-white people	non-white people are threatening
734017925196189696	non-white people	non-white people are hateful
289132057915961348	Muslims	Muslims are violent terrorists.
289132057915961348	Muslims	Muslims hate white people.
677985078094483459	Minorities	Minorities kill whites
633078889057652736	Gays	Gays are evil
633078889057652736	LGBTQ people	LGBTQ people are wicked
896787016628682754	Blacks	Blacks are gullible
896787016628682754	black people	Black people are bringing down America.
803588001137758208	Jews	Jews kill whites
803588001137758208	Jews	Jews kill whites.
918251626732724224	Arabs	Arabs are easily manipulated
918251626732724224	Jews	Jews are white.
938492916560826368	White people	White people are pedophiles
938492916560826368	white men	white men are pedophiles
602949805325864960	whites	White people are superior.
602949805325864960	Minorities	Minorities are unskilled
692278226354343937	Illegals	Illegals are annihilating the white race
692278226354343937	Illegal immigrants	Illegal immigrants are making white people disappear.
828404449555124224	Liberals	Liberals want to censor others.
828404449555124224	Leftists	Leftists like to censor the market.
399886440588247041	Jews	Jews don't like white people.
399886440588247041	Jews	Jews hate white race
893689933197713408	Southerners	Southerners are worse than illegals
946876548635770881	Middle Easterners	Middle Easterners want to be white.
946876548635770881	Middle Easterners	Middle Easterners are dishonest
882707167916294144	Jews	Jews look to undermine the white race.
882707167916294144	Jews	Jews are in control of everything.
912495812290150400	Liberals	Liberals should kill themselves
946404320274239488	Minorities	Minorities are selfish.
946404320274239488	non-whites	Non-whites care about their people.
433626973412548608	Minorities	Minorities are the lower class races.
709207585203818496	Minorities	Minorities steal from whites.
709207585203818496	white people	White people are deserving.
899061243650113536	whites	whites have racism guilt
899061243650113536	Minorities	Minorities foster white shame
714360768062480384	Immigrants	Immigrants are invaders
819583481919324161	Immigrants	Immigrants want to displace white people
819583481919324161	white people	White people should die.
650708493016522752	white people	White people don't like Jews.
650708493016522752	Jews	Jews are controlling
899729603710922754	non-white people	non-white people are irresponsible
899729603710922754	People of color	People of color want to take over Europe and get rid of white people
735083741681356801	Muslims	Muslims are violent
735083741681356801	Christians	Christians are stupid.
755119744538345473	Muslims	Muslims are invaders
755119744538345473	white people	White people hate Muslims.
645092364277706753	Conservatives	Conservatives are cucks
645092364277706753	Conservative males	Conservative males are impotent.
685842262224429056	British bankers	British bankers are self-serving
849621830109466624	Mexicans	Mexicans are dangerous
849621830109466624	Mexicans	Mexicans are dangerous.
843085157787750400	non-white people	non-white people are inferior
843085157787750400	Minorities	Minorities are substandard races.
933132439635087360	white people	White people are punished more harshly than other races.
933132439635087360	Minorities	Minorities hold double standards
553682171869687808	White people	White people think they're better than non whites
553682171869687808	white people	White people don't like non-whites.
909667953796354048	black people	Black people are priveledged.
909667953796354048	Journalists	Journalists are hypocrites
862007987283652613	white people	White people do a lot for the country.
862007987283652613	Minorities	Minorities are animals
658246724293554176	White people	White people are at war with other races
658246724293554176	Non-white people	Non-white people are eliminating white people
779162712299409408	non-white people	non-white people are inferior
902251807124185088	white people	White people think they are better than everyone else.
902251807124185088	Minorities	Minorities are inferior
346058611203637248	Illegals	Illegals feed off the government
409767399450095616	non-white people	Non-white people are violent.
409767399450095616	Minorities	Minorities promote hatred and violence.
896408569548914688	Immigrants	Immigrants want to replace white people
896408569548914688	White people	White people are decreasing
809497391799877636	white people	White people are superior.
809497391799877636	People of color	People of color are inferior to white people
905801026589962241	Minorities	Minorities are destructive
905801026589962241	Whites	Whites want to dominate over minorities.
816590316732055554	Whites	Whites are racists
894614855646191616	whites	whites are all alike
894614855646191616	white people	White people are cultured.
763612309768048641	white people	White people are the only race that belongs in America.
763612309768048641	Minorities	Minorities are lower than whites
896828809479045120	Minorities	Minorities oppress whites
896828809479045120	white people	White people don't have freedom of speech.
909443053496225797	white people	White people are at war.
909443053496225797	Minorities	Minorities are aggressors against whites
924767337424867329	White people	white people are afraid of other races
885630030306570240	Minorities	Minorities have no urge control
885630030306570240	non-white people	non-white people breed too fast
747258262374932481	Jews	Jews are cunning and scheming.
747258262374932481	Jews	Jews don't like white people.
780036664336982016	Jews	Jews don't like white people.
780036664336982016	Jews	Jews use guilt against whites.
709009470303522820	Muslims	Muslims are evil.
709009470303522820	Muslims	Muslims impose their will on others
594123910028886017	white people	White people are more trusting.
594123910028886017	Minorities	Minorities are untrustworthy.
813776875172626434	Jews	Jews are inferior
365910434710175744	Muslims	Muslims kill whites
365910434710175744	Muslims	Muslims are murderers.
842460827684761600	Blacks	Blacks are resentful of whites
842460827684761600	black people	Black people are jealous of white people.
926094150830837760	Jews	Jews are better than other people.
926094150830837760	Jews	Jews look down on Palestinians
834167933236555780	non-white people	non-white people are rapists
834167933236555780	Non-white	Non-whites rape whites
284843499948490752	Black people	Black people are unaccomplished
761995252370669568	Muslims	Muslims are self-serving
761995252370669568	Muslims	Muslims are violent
761995252370669568	Muslims	Muslims are simple single-issue voters
505251763729874945	Blacks	Blacks pander to immigrants
505251763729874945	immigrants	Immigrants are hurting the country.
852704413630296065	Black folks	Black folks are criminals
852704413630296065	People of color	People of color are criminals
877085170234306560	Islamic people	Islamic people are terrorists.
877085170234306560	Muslims	Muslims are terrorists
643916824690692097	Blacks	Blacks hold double standards for others.
643916824690692097	black people	Black people are racist.
596359936038178816	Black people	Black people are violent
596359936038178816	black people	Black people want to kill white babies.
576833332782100480	black people	Black people are bad for whites.
576833332782100480	Blacks	Blacks want to destroy white lives
364804010970071040	Jews	Jews want to force immigration on others.
364804010970071040	African immigrants	Israel stops African immigrants
835932733717217281	Minorities	Minorities blame whites
835932733717217281	white people	White people are racist.
743601695070920704	Progressives	Progressives are dishonest and devious.
901569894243696641	black people	Black people are racist.
841349100016553985	non-white people	non-white people are stupid
841349100016553985	Minorities	Minorities are hostile criminals.
272053853212528640	blacks	blacks are violent
272053853212528640	Black people	Black people are violent
909849297323249670	Black people	Black people want to take money from white people
909849297323249670	white people	White people are violent.
837304728178438144	Democrats	Democrats are anti-white
837304728178438144	democrats	Democrats don't like white people.
746755130972844033	Muslims	Muslims are killers.
746755130972844033	Muslims	Muslims murder their own kind.
841367513304834048	Whites	Whites are going to be minority
841367513304834048	Whites	Whites are impotent.
727524063065870336	Black people	Black people are irresponsible
727524063065870336	Blacks	Blacks are irresponsible addicts.
923632385127800832	Minorities	Minorities are second class citizens.
923632385127800832	non-white people	non-white people are not real Americans
882296811469275137	Blacks	Blacks are anti-white
882296811469275137	Black Lives Matter supporters	Black Lives Matter supporters hate white people.
916501942670692353	Black people	Black people are violent rapists towards white people
916501942670692353	blacks	blacks are violent and unskilled
707397574697852928	Minorities	Minorities are substandard races.
707397574697852928	non-white people	non-white people are inferior
862131877745836033	Minorities	Minorities want to destroy white culture.
460532724428963842	white people	White people belong in Europe.
460532724428963842	White people	White people owns Europe
589159106579169280	Minorities	Minorities are dishonest
589159106579169280	white people	White people should die.
816444115936313344	Conservative males	Conservative males are weak and effeminate
816444115936313344	white people	White people are stupid.
911008131332763648	Minorities	Minorities hate whites
911008131332763648	non-whites	Non-whites are bigots.
919097596827725824	Muslims	Muslims are a threat
919097596827725824	Progressives	Progressives are against the white race
